scafnum	widx	chrom	start	end	mid	fst	var_jk	genes	t	fbin	N_bin	tcrit	outlier
11	17	SCAF_11	13264797	13805516	13535156.5	0.616613704370966	0.000687248808573111	slitrk2	-0.489058588658638	0.6	145	3.50292622822017	FALSE
11	18	SCAF_11	13806376	14751963	14279169.5	0.482763075372123	0.00111287230096099	LOC140347633,LOC140346891,bod1l1,LOC140345414,rab28	-1.71587482438529	0.45	31	3.01821727293924	FALSE
11	19	SCAF_11	14760329	15500509	15130419	0.674185861982788	0.000575937782526615	LOC140345430,gsr,grxcr1a,atp8a1,LOC140349796,rab11fip5b,sfxn5b,smyd5,gfra4b,LOC140349897,LOC140349923	0.052645777126546	0.65	223	3.63025993962302	FALSE
11	20	SCAF_11	15500839	16615867	16058353	0.654557266843212	0.000515805450383638	LOC140349923,LOC140349950,LOC140349976,med12,glra4a,diaph2	-0.133227565750272	0.65	223	3.63025993962302	FALSE
11	21	SCAF_11	16627939	17120499	16874219	0.585195969359917	0.000693655078019747	pcdh19	-0.784308446581249	0.55	91	3.36155570775314	FALSE
11	22	SCAF_11	17136715	17842098	17489406.5	0.624367387757715	0.000608639038038893	tnmd,elf1,sil1,nkx1.2lb,LOC140345478,LOC140350735,gfra3,dnd1,hars,LOC140350750,ugl,srp72,LOC140346943,slit3	-0.417592350888046	0.6	145	3.50292622822017	FALSE
11	23	SCAF_11	17842100	18820815	18331457.5	0.639764586427911	0.000524166519572313	slit3,fgfrl1a,spon2b,LOC140350879,xpnpep2,sash3,zdhhc9,trmt12,sytl4,bcorl1,cstf2,cenpi,drp2,LOC140345494,map7d3,tmtops3a,arhgef6,arr3b,zic6	-0.273311517418825	0.6	145	3.50292622822017	FALSE
11	24	SCAF_11	18851063	19671614	19261338.5	0.489165988272504	0.000398177076927558	arr3b,fgf13a,mcf2a,atp11c,rab41,dlg3,pdzd11,kdrl,chic1,lnx2b,LOC140351470,mrpl11,tmem265,npas4a,efemp2a,ccdc85b,sesn4,vegfba,stx5a,LOC140351689,LOC140351712,atg2a,nxf1a,macrod1,flrt1b	-1.70965393081016	0.45	31	3.01821727293924	FALSE
11	25	SCAF_11	19676569	20284800	19980684.5	0.655491605766127	0.00057891879680426	ccdc88b,rom1b,scyl1,LOC140347033,ganabb,ints5,LOC140345526,pola2,slc16a2,f8,mid2,tsc22d3	-0.124022078317097	0.65	223	3.63025993962302	FALSE
11	26	SCAF_11	20285194	20454928	20370061	0.587249264068054	0.000687530097470549	""	-0.765210629356137	0.55	91	3.36155570775314	FALSE
11	27	SCAF_11	20458589	20804576	20631582.5	0.5347221203783	0.000758529032972614	pcdh11,klhl4,ahnak	-1.25526754219434	0.5	38	3.08510909216493	FALSE
11	28	SCAF_11	20804604	21347957	21076280.5	0.451768045626176	0.000536372410022356	ahnak,eef1g,polr2g,LOC140352478,LOC140352494,LOC140352554,LOC140352570,LOC140352586,ankrd13d,stx3b,rad9a,LOC140352840,clcf1,n4bp3,rmnd5b,LOC140353131,rufy1,ankhd1,cltb,pdlim7,unc5a	-2.0531152193159	0.45	31	3.01821727293924	FALSE
11	29	SCAF_11	21352511	22007042	21679776.5	0.666845847640006	0.000520681138345827	unc5a,dok3,ddx41,flt4,ergic1,neurl1b,mtnr1c,LOC140347672,LOC140353443,gria3b	-0.0167680762735832	0.65	223	3.63025993962302	FALSE
11	30	SCAF_11	22009335	22613901	22311618	0.681456194954414	0.00061987172015262	nlgn3a,cetn2,LOC140353530,pcdh20l,plp1a,fut11,LOC140353568,fhdc2,rhogd,LOC140353677,frmpd3,LOC140345637	0.121122182750552	0.65	223	3.63025993962302	FALSE
11	31	SCAF_11	22619797	23610721	23115259	0.586808145765698	0.000847957460333362	LOC140345653,glod5,nexmifb,abcb7,fgf16,atrx,sh3rf2,LOC140353903,nr3c1,LOC140353913,hspa4b,sowahab,ccng1,nsd1a,ccnjl,LOC140354092,egr1,reep2,kdm3b,ctbp1l,rack1,LOC140354115,LOC140354127,col23a1b,clk4b,LOC140354225,gfpt2,kiaa1191	-0.763958332535737	0.55	91	3.36155570775314	FALSE
11	32	SCAF_11	23663729	24430799	24047264	0.588844871409195	0.000597222538952583	LOC140354275,cnot6a,simc1,slc34a1b,rgs14b,arl3l1,LOC140354367,rbm22,ndst1b,LOC140354434,pdgfrb,LOC140354561,tcirg1b,frmpd1b,ints10,klb,LOC140345718,apbb2a,bicc2,spock1	-0.753218824135641	0.55	91	3.36155570775314	FALSE
11	33	SCAF_11	24438057	24753021	24595539	0.54914344261671	0.000857778813690214	spock1,fbxw11a,fgf18a,LOC140354586,LOC140345734,LOC140345750,LOC140345766,LOC140354587,LOC140345814,LOC140345830,LOC140347688	-1.1152123008403	0.5	38	3.08510909216493	FALSE
11	34	SCAF_11	24796338	24834372	24815355	0.0414553420889259	1.16595760165905e-05	LOC140354588,LOC140347800,LOC140347816,LOC140347848,LOC140347864	-6.08274008659146	0	1	1.66023432608534	FALSE
11	35	SCAF_11	24834466	24964384	24899425	0.194796819619093	0.000554003317286956	LOC140354588,LOC140345878,LOC140345894,LOC140345959,LOC140347880,LOC140347897,LOC140345991,LOC140346023,LOC140346039,LOC140346059	-4.48258060655174	0.15	2	1.98397151852355	FALSE
11	36	SCAF_11	24964441	25298102	25131271.5	0.340035727538962	0.00102225472613248	LOC140346059,LOC140346072,LOC140346085,LOC140346133,LOC140346178,LOC140346191,LOC140346207,LOC140346239,LOC140347993,LOC140354591,LOC140354594,LOC140348009,LOC140348040,LOC140348057,LOC140348185,LOC140354589,LOC140346255,LOC140346271	-3.0453824522232	0.3	3	2.15785653159225	FALSE
11	37	SCAF_11	25303027	25890807	25596917	0.67896061764006	0.000535050333675844	LOC140346271,LOC140347258,trpc7b,dock2-like,insyn2b,hrh2a,tlx3b,LOC140354607,LOC140346287,jakmip1,wfs1b,LOC140354611,mif,LOC140354616,LOC140347286,LOC140354615,cabp2b,cryba1l1,LOC140354619,LOC140354622	0.0979522981148531	0.65	223	3.63025993962302	FALSE
11	38	SCAF_11	25892660	26693856	26293258	0.713097981543549	0.000565075706903461	LOC140354622,tspan17,mchr2b,ctnna1,lrrtm2,sncb,rnf44	0.420618631708139	0.7	270	3.68590298861305	FALSE
11	39	SCAF_11	26713196	27474224	27093710	0.718897578078728	0.000568212199953142	stc2a,atp6v0e1,ppp2r2ba,adam19b,thg1l,lsm11,clint1a,ebf1a,il12ba,sh3tc2,ablim3,afap1l1a,gabrp	0.475392110265722	0.7	270	3.68590298861305	FALSE
11	40	SCAF_11	27477113	28271926	27874519.5	0.757848703435039	0.000330855243853651	gria1a,lonrf4,cyfip2,hmmr	0.85275146902038	0.75	143	3.49876676547149	FALSE
11	41	SCAF_11	28285434	28982427	28633930.5	0.714946418858571	0.000482906483871584	tenm2a,LOC140354668,nxt2,psmd10,stag2b,efnb1	0.439715458668502	0.7	270	3.68590298861305	FALSE
11	42	SCAF_11	28985371	29678628	29331999.5	0.817280427241094	0.00031811658451132	efnb1,LOC140354676,LOC140354677,zc4h2,LOC140347386,arhgef9a	1.42153490678545	0.8	28	2.98439383856425	FALSE
11	43	SCAF_11	29679049	30232615	29955832	0.618124695214459	0.000808595510422685	tenm1,LOC140354681,agtr2,apool,LOC140354684	-0.472320402380818	0.6	145	3.50292622822017	FALSE
11	44	SCAF_11	30257712	30860650	30559181	0.761700857881257	0.000531601435044231	LOC140354684,hdx,rps6kal,LOC140354688,LOC140347399,sh3bgrl,hmgn6,tent5d,gpr174,p2ry10,LOC140354697,polr1d,sybl1,mtus1a,pdgfrl,slc7a2	0.881520504081092	0.75	143	3.49876676547149	FALSE
11	45	SCAF_11	30875584	31544994	31210289	0.721822461209169	0.000517418387606583	zdhhc2,micu3b,her11,mospd1,ints6l,cab39l1,LOC140346404,psd2	0.504191406801672	0.7	270	3.68590298861305	FALSE
11	46	SCAF_11	31547474	31941242	31744358	0.58613567147893	0.000755734330831644	LOC140354717,aup1,LOC140346411,LOC140354756,fer1l4,pdhb,LOC140354742,kctd6a,ccdc71,LOC140354731,stab1	-0.773354371298628	0.55	91	3.36155570775314	FALSE
11	47	SCAF_11	31941248	32199645	32070446.5	0.456901297539069	0.00119543442958041	stab1,nisch,LOC140354724,LOC140354744,LOC140354785,LOC140354766,LOC140354773,LOC140354776,LOC140354762,atp6ap1la,pde12,gmppb	-1.94780070255655	0.45	31	3.01821727293924	FALSE
11	48	SCAF_11	32207550	32553766	32380658	0.480645569331453	0.00117907225761814	LOC140354724,lmcd1,flnba,slmapa,dennd6a	-1.7305489272093	0.45	31	3.01821727293924	FALSE
11	49	SCAF_11	32561973	33165101	32863537	0.611730269440375	0.00087700129452341	dennd6a,LOC140354765,LOC140354727,LOC140346438,appl1,il17rd,arhgef3,LOC140354752,LOC140348276,ccdc66,asb14a,rps23,ccdc51,osgn1,LOC140354781,cenpu,LOC140354751,LOC140354729,irf2b,LOC140354786	-0.530551854645472	0.6	145	3.50292622822017	FALSE
11	50	SCAF_11	33169791	33931408	33550599.5	0.698953904617997	0.000590526476610502	""	0.286548460282672	0.65	223	3.63025993962302	FALSE
11	51	SCAF_11	33931612	34549992	34240802	0.578142599040193	0.00072591402836016	slitrk4,arhgef37	-0.849413738738534	0.55	91	3.36155570775314	FALSE
11	52	SCAF_11	34557698	35064232	34810965	0.759328835168638	0.000294877877923832	ppargc1b,pde6a,LOC140346468,slc26a2,LOC140354796,htr4,LOC140348284	0.868323956505373	0.75	143	3.49876676547149	FALSE
11	53	SCAF_11	35068754	35808250	35438502	0.706793098643617	0.000583096032209987	htr4,lman2,fat2,mtnr1al,slc36a1,LOC140354806,st3gal5,polr1a,ptcd3,LOC140354808,thoc3,LOC140354804	0.360710102803774	0.7	270	3.68590298861305	FALSE
11	54	SCAF_11	35818718	36955922	36387320	0.724340055325266	0.000444375209484298	atox1,cplx2b,cnga2a,snx25,LOC140354815,LOC140346512,LOC140354821	0.529788583362786	0.7	270	3.68590298861305	FALSE
11	55	SCAF_11	37092372	39685493	38388932.5	0.786058707606031	0.000459911788896418	LOC140346519,myot,st3gal8,vipas39,nfs1,LOC140354822,tsen2,LOC140354827,LOC140354828,pcif1,LOC140346530,LOC140354835,mkrn2,nol8,LOC140354839,LOC140354840,LOC140354841,atrip,cept1b,pth4,LOC140354845,pik3c2b,ippk,rbbp5,LOC140354851,LOC140346561	1.11578282135468	0.75	143	3.49876676547149	FALSE
12	0	SCAF_12	197626	1609531	903578.5	0.482477073271349	0.000819922026469864	LOC140355634,LOC140355886,LOC140355887,pold3,LOC140355656,LOC140355892,LOC140355894,LOC140355658,LOC140355659,LOC140355660,LOC140355661,LOC140355912,LOC140355911,LOC140355900,LOC140355910,pitrm1,LOC140355903	-1.74038183638743	0.45	31	3.01821727293924	FALSE
12	1	SCAF_12	1615341	2308966	1962153.5	0.602568807915751	0.000730412772656825	LOC140355903,LOC140355899,lactb2,LOC140355895,LOC140355896,LOC140355669,buc,exoc3,dnajb6a,LOC140355913,rnf31,xkr4,tmem68,tgs1,paxip1,LOC140355672,LOC140355637,cnpy1,atg10,fam110b,LOC140355682,LOC140355608,LOC140355922	-0.619963281399481	0.6	145	3.50292622822017	FALSE
12	2	SCAF_12	2317319	3057698	2687508.5	0.581372847277582	0.000874172771588322	LOC140355682,LOC140355922,LOC140355923,LOC140355924,LOC140355925,LOC140355928,LOC140355693,LOC140355931,blvra,ccr12a,LOC140355943,LOC140355939,kirrel1b	-0.813786117735446	0.55	91	3.36155570775314	FALSE
12	3	SCAF_12	3057821	3457064	3257442.5	0.710128132594737	0.000644461933733009	kirrel1b,atp1a2a,sdhc	0.391150403641808	0.7	270	3.68590298861305	FALSE
12	4	SCAF_12	3457548	4563720	4010634	0.625842155232967	0.000653023362140041	atp1a2a,sdhc,LOC140355610,mpz,lig1,LOC140355701,pip4p1a,LOC140355702	-0.402878712545612	0.6	145	3.50292622822017	FALSE
12	5	SCAF_12	4565315	5002695	4784005	0.564758126657308	0.000716637477896088	kcnj9,jcadb,svilb,LOC140355959,LOC140355758,LOC140355960,LOC140355961,LOC140355762,LOC140355764,LOC140355962,LOC140355765,LOC140355963	-0.975473898259916	0.55	91	3.36155570775314	FALSE
12	6	SCAF_12	5006077	6105103	5555590	0.717932968858816	0.000394384157251938	LOC140355964,LOC140355770,LOC140355970,ltb4r2b,mettl17,parp2,LOC140355776,tep1,apol1,LOC140355976,glis1a,best4,hectd3,LOC140355978,acadm,rabggtb,st6galnac3,st6galnac5a	0.469937460442447	0.7	270	3.68590298861305	FALSE
12	7	SCAF_12	6154310	7023816	6589063	0.78344213382402	0.00035551729073401	pigk,ak5,zzz3,usp33,miga1,fubp1,slc25a24l,dnajb4,gipc2,zfyve9a,cc2d1b,LOC140355999,gnal2,mppe1,piezo2b,LOC140355611	1.09610014610507	0.75	143	3.49876676547149	FALSE
12	8	SCAF_12	7028406	7968515	7498460.5	0.725089682432182	0.000602260918244031	piezo2b,rab12,mtcl1,acss2l,ankrd12,ralbp1,vapal,LOC140356015,LOC140356017,LOC140356019,LOC140356020	0.533124852683093	0.7	270	3.68590298861305	FALSE
12	9	SCAF_12	7976276	8613672	8294974	0.756468359209108	0.000366873989165055	LOC140356020,LOC140356028,LOC140356027,LOC140356023	0.838182834385518	0.75	143	3.49876676547149	FALSE
12	10	SCAF_12	8644078	9522131	9083104.5	0.751097932848692	0.000513876342428397	LOC140356025,LOC140356026,LOC140356033,LOC140356034,LOC140355806,LOC140355807,ndc1	0.781731995000867	0.75	143	3.49876676547149	FALSE
12	11	SCAF_12	9523303	10251517	9887410	0.765047488066722	0.00045972759955762	ndc1,lrrc42,cdcp2,LOC140356045	0.916170694028805	0.75	143	3.49876676547149	FALSE
12	12	SCAF_12	10254083	11263896	10758989.5	0.700001489211914	0.000562913863751426	LOC140356045,ccl25a,LOC140355810,LOC140356042,LOC140356047,LOC140356061,ap1m1,LOC140356052,calr3b,LOC140356057,LOC140356056,LOC140356060,mfsd14a2,insra,arhgef18a,sppl2	0.296808808515124	0.7	270	3.68590298861305	FALSE
12	13	SCAF_12	11337774	12053503	11695638.5	0.708936980058232	0.000520429577678309	prkci,skila,nadkb,LOC140355664,LOC140355667,ralyl,lrrcc1,e2f5,myripa,plxdc2a,LOC140356081,LOC140356082,mrc1b,cacnb2b,tmem236,stam,colec12,yes1	0.382036109273007	0.7	270	3.68590298861305	FALSE
12	14	SCAF_12	12057340	13174582	12615961	0.732512376554535	0.000394686911786471	adcyap1b,emilin2a,lpin2,myom1a,chmp5a,atp6v1h,tcea1,pde1cb,fyco1b,adcyap1r1a,ghrhra	0.608854050260493	0.7	270	3.68590298861305	FALSE
12	15	SCAF_12	13175803	14117869	13646836	0.748690865417952	0.000448135653969518	ghrhra,eef1da,LOC140356101,ftr67,LOC140356104,b4galt2,kiss1ra,ift22,bcl10,gpt,pter,mmp16b,egfra	0.761169565217534	0.7	270	3.68590298861305	FALSE
12	16	SCAF_12	14122506	15332037	14727271.5	0.656277812731494	0.000732791800198351	egfra,npc1,cables1,abhd3,greb1l,dusp12,tpra,LOC140355814,chd7,LOC140355815,rab2a,ca8,tox,cryz,LOC140356150,LOC140356159,LOC140356156,LOC140356157,brinp2,astn1	-0.115799515925225	0.65	223	3.63025993962302	FALSE
12	17	SCAF_12	15333003	16127850	15730426.5	0.704902506008183	0.000550125052278778	astn1,pappa2,cop1,xrn1,LOC140356165,crispld1b,ankrd33bb,ctnnd2b,pkia,lyn,zswim5	0.343352988367333	0.7	270	3.68590298861305	FALSE
12	18	SCAF_12	16152898	16854158	16503528	0.715637795108331	0.00045580407174555	tmem53,rnf220a,slc6a9,LOC140356176,carmil3,cdh24b	0.446822896047876	0.7	270	3.68590298861305	FALSE
12	19	SCAF_12	16869134	17636745	17252939.5	0.591627869438127	0.00081540420793916	cdh24b,LOC140355690,LOC140355691,acin1a,LOC140356223,LOC140356224,xirp1,LOC140356226,LOC140356230,col6a2,LOC140355697,mcm6,LOC140355822,LOC140356241,LOC140356251,sugt1,ednrba,LOC140356255,LOC140356256,LOC140356259	-0.719972076402451	0.55	91	3.36155570775314	FALSE
12	20	SCAF_12	17636824	17852853	17744838.5	0.559727253883595	0.000630461394680705	LOC140356259,LOC140356258,LOC140356257,dis3l2,LOC140356266,LOC140355823,LOC140356261,LOC140356269,LOC140356268,LOC140356262,LOC140356263,LOC140356265,LOC140356270	-1.02663581739495	0.55	91	3.36155570775314	FALSE
12	21	SCAF_12	17853066	18777936	18315501	0.631100208054052	0.000706162666886554	LOC140356270,LOC140356272,tnk2b,LOC140356278,dab1b,LOC140356286,lrrc52,LOC140356308,LOC140356295,LOC140356289,LOC140356293,LOC140356312,LOC140356311,slc1a7a,nos1apb,LOC140356322	-0.352523708360885	0.6	145	3.50292622822017	FALSE
12	22	SCAF_12	18801845	19419245	19110545	0.689020098039343	0.000653760089745086	rgs18,rgs1,rgs13a,ro60,cdc73,LOC140356335,LOC140355827,ephb3a,mfsd8l2,LOC140356340,LOC140356341,LOC140356342,ccdc39,LOC140356348,LOC140356347,asip2b,LOC140356350,LOC140355830,LOC140356351,LOC140356354,imp3,sec22ba,slc35a3b,fam78ba,cmpk,bcl6ab,LOC140356360,LOC140356361,LOC140356362,marchf2,spsb4a,LOC140356373	0.192181245610893	0.65	223	3.63025993962302	FALSE
12	23	SCAF_12	19421304	20123347	19772325.5	0.641232916831595	0.000712756536270048	LOC140356373,copb2,LOC140356372,LOC140356375,pcyt1aa,LOC140356377,LOC140356378,LOC140356381,dnah9l,LOC140356384,epha4b,epha4a,fem1a,LOC140356390,LOC140356393,LOC140356395,stap2a,LOC140356397	-0.257234112087085	0.6	145	3.50292622822017	FALSE
12	24	SCAF_12	20124845	21005841	20565343	0.583113447106619	0.000731964852462876	LOC140356397,LOC140355833,cactin,cdc34b,sirt6,LOC140356404,onecut3b,lingo3b,sf3a2,LOC140356429,stk11,cirbpa,LOC140356425,pde4dip,prkab2,LOC140356433,LOC140356434,LOC140355835,fndc7a,LOC140355836,wdr47a,camsap2b,ticam1,capn10,chrng,prss56,vwa5b2,ece2a,map6d1,yeats2,klhl24a,pask,kcnab1b	-0.802530519588479	0.55	91	3.36155570775314	FALSE
12	25	SCAF_12	21007918	22057535	21532726.5	0.641356915155704	0.000651807008324455	kcnab1b,LOC140356447,dhrs12lb,ap1s3b,acsl3b,pax3a,LOC140356468,ephb1,gpc1b,gpc5c,fgf12a,LOC140356475,ppm1la,ptch2,plk3	-0.256760713743856	0.6	145	3.50292622822017	FALSE
12	26	SCAF_12	22063315	23160348	22611831.5	0.648363882945529	0.000618024124680887	mrps14,tnn,tnr,agxtb,bokb,ubxn7,fam131aa,clcn2a,itm2cb,LOC140356512,pbx1a,arhgap21b,kmt2cb,LOC140356523,bcl2b,kdsr,LOC140356528,LOC140356529,LOC140356530,LOC140355755,LOC140356531	-0.191045811931317	0.6	145	3.50292622822017	FALSE
12	27	SCAF_12	23164144	23798612	23481378	0.754940033400273	0.00044216594763974	LOC140356531,ss18,aqp4,cdh2	0.82079355549146	0.75	143	3.49876676547149	FALSE
12	28	SCAF_12	23798648	24846697	24322672.5	0.720971844120099	0.000673101887583248	dsc2l,LOC140356540,LOC140356541,LOC140356542,dspa,LOC140356544,LOC140356547,LOC140356548,LOC140356552,phlpp1,mep1bb,dusp22b,irf4a,LOC140356564,sharpin,gpaa1,prkacbb,LOC140356573	0.492698959317074	0.7	270	3.68590298861305	FALSE
12	29	SCAF_12	24860058	25798127	25329092.5	0.715553938764176	0.000506031966672175	LOC140356573,LOC140356591,LOC140356588,rpe65a,klhl14,dtna,spidr,mcm4,snai2,sntg1,pcmtd1,rb1cc1,agap3,asb10,asic1c	0.445018046591462	0.7	270	3.68590298861305	FALSE
12	30	SCAF_12	25801512	26525357	26163434.5	0.650425154172283	0.000466821985203801	asic1c,abcb8,atg9b,obscnb,cunh1orf35,wnt3a,wnt9a,snap47,jmjd4,gjc2,LOC140356618,LOC140356625,ccdc13,tmie,pth1r	-0.172767000607513	0.65	223	3.63025993962302	FALSE
12	31	SCAF_12	26542550	27455691	26999120.5	0.758169666229804	0.000338680469021835	pth1r,myl13,LOC140356633,LOC140356632,thoc1,rock1,LOC140356629	0.855513094743804	0.75	143	3.49876676547149	FALSE
12	32	SCAF_12	27487348	28551289	28019318.5	0.738711434686573	0.000446532751731892	LOC140356635,zmynd11,basp1,LOC140356640,myo10,LOC140356642,LOC140355851,LOC140356650,LOC140356655,gk5,atp1b3a,grk7a,fbxo36b,agfg1b,stk25b,septin2,LOC140355857,cldn18,hs2st1a,pkn2a,lrrc8da,znf644a	0.666356552463139	0.7	270	3.68590298861305	FALSE
12	33	SCAF_12	28551434	29622363	29086898.5	0.669759151203496	0.000782393860460623	znf644a,hfm1,cdc7,glmna,rpl5a,dipk1aa,wls,LOC140356684,LOC140355859,LOC140356686,pif1,LOC140355860,ptger4c,artnb,st3gal3b,kdm4ab,LOC140356692,LOC140355784,ano8a,plvapa	0.010709460414936	0.65	223	3.63025993962302	FALSE
12	34	SCAF_12	29623842	30290629	29957235.5	0.689350613503879	0.000681827699509756	nr2f6a,LOC140356693,kcnn1a,angptl4,LOC140356712,rps15,cnn2,crtc1a,gdf15,mast3a,pik3r2,pde4ca	0.195051557875781	0.65	223	3.63025993962302	FALSE
12	35	SCAF_12	30295094	31919181	31107137.5	0.613486266842536	0.00084754315002553	pde4ca,LOC140356702,LOC140355862,kcnq3,LOC140356738,oc90,efr3a,adcy8,dnaaf11,LOC140355864,tmem71,ift57,cavin4a,tmeff1a,slc39a6	-0.514834267112123	0.6	145	3.50292622822017	FALSE
12	36	SCAF_12	31921905	33384686	32653295.5	0.672451072298177	0.000766294147454031	slc39a6,crfb16,ptmab,saga,dusp28,vcpip1,LOC140355792,dlg1b,rasal2,smg7,nmnat2,lamc2,LOC140356737	0.0359455025622113	0.65	223	3.63025993962302	FALSE
12	37	SCAF_12	33390125	35176292	34283208.5	0.771191305788094	0.000487332330833348	cyp7a1,cunh5orf22,LOC140356750,LOC140356751,LOC140355875,agla,LOC140355876,rnf2,LOC140356756,tyw3,dnai4	0.973329428428443	0.75	143	3.49876676547149	FALSE
12	38	SCAF_12	35181421	37672678	36427049.5	0.766556678373829	0.000597054626987582	LOC140356761,LOC140356760,LOC140356759,asph,LOC140355880,LOC140355881,LOC140356764,LOC140356769,depdc5,lamc1,dhx9,LOC140356771,znf622,tmem70,LOC140356773	0.924795022362501	0.75	143	3.49876676547149	FALSE
13	0	SCAF_13	480277	2340237	1410257	0.788413089039712	0.000385888923769661	LOC140357811,aoc2,LOC140357788,fbxl16,smg1,hao1,abcc1	1.1419723254114	0.75	143	3.49876676547149	FALSE
13	1	SCAF_13	2342030	4129656	3235843	0.592074891010623	0.000502958961318251	abcc1,prmt1,ap2a1,prrg2,prr12b,rcn3,abat,mettl22,nbr1b,LOC140357826,LOC140357830,pdxdc1	-0.72577626985913	0.55	91	3.36155570775314	FALSE
13	2	SCAF_13	4129752	5230170	4679961	0.624373339910429	0.000747932160429568	pdxdc1,gspt1l,rrn3,LOC140357840,ppl,rogdi,smim22,wipi1,LOC140357838,cog1,LOC140357839,ube2z,LOC140357837,eve1	-0.41496998815528	0.6	145	3.50292622822017	FALSE
13	3	SCAF_13	5232317	5861896	5547106.5	0.698256695256851	0.000696466651967267	LOC140357846,LOC140357847,hoxb3a,cbx1a,nfe2l1a,copz2,LOC140357859	0.278649585701705	0.65	223	3.63025993962302	FALSE
13	4	SCAF_13	5875136	6345873	6110504.5	0.808633833290868	0.000232944381154763	LOC140357860,rab11fip4a,coil,scpep1,slc16a3a,dus1l,cln3,LOC140357870,carm1,LOC140357877,LOC140357763,LOC140357879,LOC140357876,LOC140357764	1.34409985522223	0.8	28	2.98439383856425	FALSE
13	5	SCAF_13	6347260	7075272	6711266	0.708178046233765	0.000510368640165534	LOC140357879,rpl23,LOC140357892,LOC140357884,ddx47,LOC140357889,LOC140357765,LOC140357794,LOC140357886,LOC140357887,LOC140357890,kpna2,LOC140357896,grb2b	0.375014767699001	0.7	270	3.68590298861305	FALSE
13	6	SCAF_13	7075276	7869972	7472624	0.645358721518496	0.000914559825026109	grb2b,LOC140357577,LOC140357898,LOC140357899,spag9a,LOC140357900	-0.216556375004851	0.6	145	3.50292622822017	FALSE
13	7	SCAF_13	7894409	8044339	7969374	0.64267084077285	0.000664524367439623	ankrd40,LOC140357905	-0.244246563256231	0.6	145	3.50292622822017	FALSE
13	8	SCAF_13	8044357	8257819	8151088	0.601486405628832	0.000826698677955002	LOC140357905,cacna1ia	-0.627467457968829	0.6	145	3.50292622822017	FALSE
13	9	SCAF_13	8262052	9219590	8740821	0.699471503722094	0.000548334539552544	cacna1ia,LOC140357795,LOC140357796,gtpbp1,sgsm3,elfn2b,LOC140357798,alkbh7,cacna1aa	0.291987272804941	0.65	223	3.63025993962302	FALSE
13	10	SCAF_13	9228322	10204609	9716465.5	0.684653954037949	0.000603486033120164	cacna1aa,nacc1a,ighd,asphd1,sez6l2,kctd13,xpo6,nme4,LOC140357584,cacna1ha,epn2,grapa,fam83ga,LOC140357931,LOC140357802,LOC140357937	0.151396325167856	0.65	223	3.63025993962302	FALSE
13	11	SCAF_13	10208832	10918803	10563817.5	0.661060174809883	0.000573091516795396	LOC140357937,LOC140357938,nptx1l,pecam1a,mcrip1,alyref,arhgdia,recql5,LOC140357948,LOC140357592,LOC140357950,LOC140357951,atp2a1,rabep2,LOC140357952	-0.0714176482304517	0.65	223	3.63025993962302	FALSE
13	12	SCAF_13	10919229	11929921	11424575	0.642101929539296	0.000668334327887526	LOC140357952,LOC140357593,gdpd3a,nme3,cramp1,LOC140357971,LOC140357973,hspbp1,aspdh,gys1,slc6a16a,grin2aa,LOC140357985,LOC140357770,nubp1,clec16a,prkcbb	-0.249560215820641	0.6	145	3.50292622822017	FALSE
13	13	SCAF_13	11937666	12775406	12356536	0.749199806275556	0.000533914179386944	prkcbb,cacng3b,LOC140357994,usp7,LOC140358001,clcn7,arhgdig,rpusd1,myo15aa,llgl1,LOC140357805,LOC140357772,LOC140358013,LOC140358019,LOC140358017,LOC140358018,tsen54,tmem104	0.763055965754382	0.7	270	3.68590298861305	FALSE
13	14	SCAF_13	12775978	13243501	13009739.5	0.514066206539168	0.000781294714083958	tmem104,grin2ca,rbfox3a	-1.44747176284156	0.5	38	3.08510909216493	FALSE
13	15	SCAF_13	13244486	13731065	13487775.5	0.613188474985692	0.000689293879770068	rbfox3a	-0.521224450246705	0.6	145	3.50292622822017	FALSE
13	16	SCAF_13	13732222	14058901	13895561.5	0.634819726212189	0.000668927131358518	rbfox3a	-0.318095615198509	0.6	145	3.50292622822017	FALSE
13	17	SCAF_13	14060236	14391038	14225637	0.60285428295963	0.000492214202257158	LOC140358026,LOC140358765	-0.623865105424406	0.6	145	3.50292622822017	FALSE
13	18	SCAF_13	14392506	15300705	14846605.5	0.817604643292929	0.000324111956494318	LOC140358765,cbx2,pctp,tmem100a,mmd,hlfa,LOC140358030,LOC140357612,LOC140357613,LOC140358031	1.42424475490224	0.8	28	2.98439383856425	FALSE
13	19	SCAF_13	15302664	15615772	15459218	0.832646045339621	0.000239054756788094	LOC140358031,dhrs7ca,rcvrna,tmem220,map2k4a,elac2,gsg1l,LOC140357629,ift70,alg1	1.57416112116241	0.8	28	2.98439383856425	FALSE
13	20	SCAF_13	15615847	15738358	15677102.5	0.888816312712768	0.000134870968563023	alg1,eef2kmt,LOC140358773,pigq,rab40c,LOC140358774,LOC140358048	2.12342568622452	0.85	3	2.15785653159225	FALSE
